,Province/State,Country/Region,Lat,Long,total_cases,area,populations,peak_cases,normalized_peak,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20
122,Reunion,France,-21.1151,55.5364,7161,Reunion France,895312.0,308.0,0.00034401415372518185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,2,0,3,2,14,17,19,7,23,17,24,10,38,0,41,23,34,27,13,13,10,5,9,0,4,20,6,1,2,0,0,3,8,5,1,0,2,0,2,0,5,0,1,0,2,0,2,1,0,1,0,1,2,-1,5,5,0,1,2,1,1,2,0,3,0,1,2,0,3,0,4,3,1,5,5,1,0,2,4,1,1,1,0,0,1,0,5,1,1,1,6,1,-1,2,5,2,1,1,1,0,1,8,1,3,1,1,4,2,3,2,3,11,3,1,12,3,5,6,16,3,3,9,4,2,10,4,3,8,6,1,8,3,0,0,0,0,0,3,4,3,0,2,1,1,4,6,6,3,12,32,20,22,40,39,25,23,0,93,79,42,92,35,48,80,38,77,70,77,45,35,82,116,90,113,107,55,69,70,94,113,100,82,67,30,100,97,95,0,0,221,0,86,0,184,0,0,197,0,111,0,185,0,0,150,0,57,0,106,0,0,133,0,54,0,98,0,0,145,0,94,0,134,0,0,212,0,111,0,187,0,0,239,0,139,0,227,0,0,308,0,163,0,146,0,0,280,0
123,Saint Barthelemy,France,17.9,-62.8333,109,Saint Barthelemy France,9877.0,22.0,0.0022273969828895414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,22,0,0,0,3,0,0,0,6,0,8,0,0,0,0,0,3,0,0,0,0,2,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,19,0,0,0,0,0
124,Saint Pierre and Miquelon,France,46.8852,-56.3159,16,Saint Pierre and Miquelon France,5794.0,4.0,0.0006903693476009665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,St Martin,France,18.0708,-63.0501,655,St Martin France,38666.0,74.0,0.0019138261004500077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,3,0,0,0,0,4,0,0,7,0,2,8,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,25,0,6,0,8,17,0,0,12,0,0,0,55,0,0,0,22,0,0,15,0,0,0,0,26,0,0,0,0,0,0,17,0,0,0,0,74,0,0,0,0,0,0,0,0,37,0,0,0,16,0,0,0,20,0,9,0,0,0,0,0,54,0,0,0,0,35,0,30,0,0,0,0,7,0,0,0,0,4,24,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,51,0,0,0,0,0
128,no province,Gambia,13.4432,-15.3101,3705,no province Gambia,2416668.0,248.0,0.00010262063303689212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,4,0,2,0,1,0,4,1,0,1,0,1,1,2,2,0,6,0,2,0,4,0,0,2,1,0,0,0,0,0,14,0,15,0,19,0,34,24,46,61,0,49,0,0,77,95,0,0,0,173,128,136,155,0,145,0,111,131,79,67,66,183,0,244,172,113,36,0,248,-100,101,22,35,54,98,68,0,66,38,34,19,30,47,0,78,18,37,32,14,29,0,23,12,33,12,19,22,0,14,2,10,3,0,14,0,10,0,5,1,5,4,0,19,0,4,4,7,4,4,0,6,2,5,0,0,0,6,2,2,0,0,1,5,1,0,0,4,2,0,0,7,1,1,3,0,0,12,0,1,0,1,4,0,3,0
133,no province,Grenada,12.1165,-61.679,33,no province Grenada,112645.0,6.0,5.326468107772205e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,2,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0
135,no province,Guinea,9.9456,-9.6966,12654,no province Guinea,13225524.0,278.0,2.101996109946192e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,8,6,0,8,22,21,38,10,7,16,20,30,18,38,0,69,44,41,34,39,41,61,43,66,73,101,92,42,0,167,77,111,144,42,49,0,124,101,45,71,82,33,104,0,152,76,99,0,185,0,138,67,0,204,0,109,99,0,0,0,278,103,50,0,138,42,47,58,69,57,0,99,42,0,114,54,58,48,40,67,29,173,63,56,28,0,52,134,0,86,31,51,9,40,13,46,71,49,40,0,26,61,184,88,75,97,0,59,76,83,71,61,53,46,62,95,59,61,60,81,47,71,57,59,66,0,9,47,125,86,89,113,98,55,0,88,98,82,62,83,139,138,95,77,84,56,0,35,109,52,39,46,38,0,120,38,70,0,100,70,0,149,18,32,37,61,33,41,25,16,50,43,0,77,55,39,19,43,47,0,44,34,68,18,36,18,0,83,0,19,46,63,0,38,53,42,26,40,72,54,67,107,116,40,0,20,61,36,0,0,0,0,184,0,201,52,0,123,18,0,118,32,0,37,14,45,25,32,21,0,48,26,13,30
136,no province,Guinea-Bissau,11.8037,-15.1804,2419,no province Guinea-Bissau,1980048.0,156.0,7.878596882499818e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,1,0,6,3,0,0,15,0,3,0,2,0,0,0,5,0,0,3,4,0,0,0,0,2,0,1,20,0,132,0,52,0,0,156,0,62,89,30,47,85,35,59,16,77,0,56,21,42,6,51,20,5,0,0,64,0,17,0,61,0,0,83,0,0,0,29,0,0,21,0,0,0,71,0,0,32,0,0,0,49,0,0,15,0,0,0,58,0,0,40,0,0,0,111,0,0,25,0,0,0,52,0,0,0,0,0,60,25,22,0,0,5,0,0,0,0,0,0,0,0,27,0,0,0,0,0,51,0,0,20,0,0,36,0,0,0,29,0,0,0,0,32,0,0,0,0,0,56,0,0,0,0,0,0,0,0,40,0,0,0,0,0,30,0,0,0,0,0,0,0,28,0,0,0,21,0,0,0,0,0,0,0,0,0,38,0,0,23,0,0,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
137,no province,Guyana,4.860416000000002,-58.93018000000001,4890,no province Guyana,787509.0,133.0,0.00016888695875221744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,12,1,-15,0,0,0,3,0,0,4,7,0,4,0,1,7,2,4,0,0,8,0,0,2,8,0,8,0,2,0,1,1,3,3,0,1,0,0,4,4,0,0,0,10,1,0,0,1,0,10,5,4,0,0,3,1,0,7,1,0,2,0,0,8,2,2,0,11,0,2,1,0,0,0,0,0,1,0,0,2,0,2,1,0,0,0,12,0,12,0,0,1,21,1,3,6,0,15,0,5,10,3,2,6,16,1,0,11,0,2,4,1,6,3,8,5,2,5,7,9,1,2,11,1,1,8,10,19,7,2,3,12,17,44,0,23,12,29,0,16,14,0,34,21,8,18,25,35,0,28,39,70,35,44,30,74,31,33,47,40,4,50,72,67,9,19,0,58,9,92,53,90,47,13,49,41,31,74,0,69,75,66,101,133,35,98,44,130,16,47,15,59,48,35,39,0,125,95,0,104,37,29,47,64,52,44,24,31,52,38,24,31,31,54,27,83,34,29,3,35,13,24,45,19,46,30,7,79,69,64,27,30,10,6,88,44,62,70,29,51,16
138,no province,Haiti,18.9712,-72.2852,9191,no province Haiti,11437948.0,332.0,2.902618546613431e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,1,0,0,0,7,0,0,1,0,2,2,1,3,1,2,3,1,2,0,7,0,1,0,2,1,3,10,0,5,10,0,0,2,2,0,0,5,4,0,3,12,1,0,28,17,5,31,27,0,25,39,37,48,98,77,0,63,138,78,53,0,93,216,146,0,264,281,259,102,0,281,133,100,332,262,204,124,134,145,0,224,0,276,106,141,228,64,97,0,134,113,105,114,179,55,0,156,42,65,61,129,64,39,38,61,54,0,131,73,37,0,0,104,117,27,78,0,0,47,67,30,63,37,18,25,0,38,34,12,44,0,43,0,33,38,17,12,23,0,15,94,38,29,21,48,18,24,28,48,19,34,32,28,2,10,29,10,13,35,15,6,28,43,25,10,24,16,0,8,45,28,21,15,6,31,11,15,44,0,19,5,9,13,22,16,39,17,0,0,26,15,11,19,8,8,11,0,16,0,6,22,0,5,21,17,0,31,8,12,0,3,28,8,0,11,0,14,6,11,0,0,0,0,0,43,9,18,0,0,10,0,15,8,8,0,0,20,3
139,no province,Holy See,41.9029,12.4534,27,no province Holy See,802.0,7.0,0.008728179551122194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,no province,Iceland,64.9631,-19.0208,5215,no province Iceland,341803.0,106.0,0.00031012015693250203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,5,15,8,9,7,0,8,11,16,18,31,22,15,9,40,30,80,79,64,95,20,60,89,65,88,73,57,66,49,85,99,45,53,69,76,24,30,32,27,14,12,10,9,7,12,15,6,11,2,5,7,4,0,1,2,0,3,2,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,2,1,0,0,0,0,2,1,2,0,1,1,2,1,5,0,0,0,2,1,0,0,0,0,0,0,2,0,1,0,2,1,0,0,1,1,2,0,4,7,3,4,11,13,8,14,8,3,8,6,20,3,3,4,6,4,4,7,16,12,3,13,8,5,10,8,6,9,4,5,5,5,8,5,2,9,5,7,7,1,5,2,7,3,4,4,1,3,3,6,15,17,24,77,0,70,42,57,36,49,40,22,40,32,33,41,40,63,49,59,101,91,95,106,87,66,56,86,89,80,92,69,57,46,92,37,38,40,86,54,56,70,97,48,78,68,25,41,26,32,28,22,24,15,23,13,28,18,10,16,3,16,10
150,no province,Jamaica,18.1096,-77.2975,9959,no province Jamaica,2964425.0,244.0,8.230938546261079e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,2,0,2,1,2,1,0,3,0,2,5,0,0,4,2,4,0,8,3,0,6,5,0,5,0,0,0,2,4,4,0,52,18,0,20,10,50,0,10,24,31,17,45,14,0,32,26,10,31,6,2,2,5,10,2,0,12,3,2,2,0,2,6,3,0,0,9,5,10,6,2,4,8,5,0,6,6,5,2,2,1,0,4,1,2,1,6,0,6,3,1,2,4,0,5,12,14,5,2,6,5,8,6,2,4,6,2,4,5,8,6,7,4,5,8,6,2,0,5,0,1,3,1,2,3,6,16,19,1,6,5,10,6,5,11,2,1,8,14,5,11,11,15,8,30,29,16,20,8,16,18,6,11,0,31,16,17,46,98,56,0,183,83,120,72,66,141,102,244,102,0,224,213,68,60,79,80,140,114,74,0,112,148,162,109,122,210,197,187,230,155,127,125,193,135,131,163,153,238,74,73,149,91,100,117,97,82,82,90,196,159,95,97,79,78,65,63,79,47,53,71,155,38,32,44,35,38,64,76,78,89,37,126,39,30,47,53,46,34,36,31,8,53,89,57,104,45,30
159,no province,Laos,19.85627,102.495496,25,no province Laos,7302555.0,3.0,4.1081511881800274e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,2,0,0,1,1,0,0,0,1,1,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162,no province,Lesotho,-29.61,28.2336,2052,no province Lesotho,2146551.0,98.0,4.5654633875458816e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,7,0,3,0,0,8,0,0,0,44,12,0,0,43,50,0,49,12,11,0,0,55,48,0,0,0,0,0,0,60,86,0,0,71,28,0,98,16,0,8,0,16,0,0,0,39,0,17,86,0,19,0,43,0,0,50,19,0,0,0,34,2,0,0,0,34,0,0,0,0,63,0,0,0,0,16,0,81,0,0,0,82,0,0,63,0,34,0,0,83,47,4,0,0,7,11,19,44,41,0,3,0,0,84,19,14,0,5,0,17,11,0,0,0,0,0,85,0,5,11,6,0,3,4,0,0,6,0,0,8,0,2,0,4,0,0,0,59,0,0,15,0,0,0,11
163,no province,Liberia,6.4280550000000005,-9.429499,1512,no province Liberia,5088469.0,45.0,8.843524447137243e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,3,3,1,0,17,0,6,11,2,9,0,0,0,17,0,15,8,2,0,0,16,3,4,0,17,0,0,11,2,4,8,4,8,11,10,0,0,12,0,2,2,4,4,3,3,4,5,2,9,6,10,0,1,0,3,4,7,8,8,15,5,5,13,11,14,11,13,14,13,11,25,12,40,11,7,26,39,20,25,24,2,10,19,3,45,39,2,10,24,15,14,36,5,17,26,9,31,6,35,12,14,0,32,14,15,3,3,16,1,6,3,18,20,7,5,10,2,2,5,3,18,7,2,5,3,6,4,3,3,10,2,0,0,5,0,20,5,0,2,1,1,0,4,5,3,0,0,6,0,0,1,0,1,0,0,1,4,0,2,2,0,1,3,2,6,5,1,1,1,0,1,0,1,1,0,0,1,3,1,0,0,3,1,1,6,0,1,5,0,3,0,8,0,1,2,3,0,0,4,3,1,0,8,0,0,23,3,0,7,0,0,0,10,0,2,2,2,0,0,10,9,0,7,23,7,9,5,0
165,no province,Liechtenstein,47.14,9.55,1002,no province Liechtenstein,38156.0,49.0,0.0012842016982912254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,21,0,0,9,0,14,0,0,5,0,0,0,6,6,0,7,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,1,1,0,0,0,1,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,3,3,1,3,1,4,4,3,2,4,15,11,9,9,25,7,0,11,17,30,42,16,25,37,26,22,26,37,20,18,47,33,28,33,49,24,23,13,45,31,28,23,42,15,4,13
168,no province,MS Zaandam,0.0,0.0,9,no province MS Zaandam,1829.0,7.0,0.0038272279934390375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
